ID,IMMAGINE,DOMANDA,RISPOSTA 1,RISPOSTA 1 V/F,RISPOSTA 2,RISPOSTA 2 V/F,RISPOSTA 3,RISPOSTA 3 V/F,PROGRESSIVO,CAPITOLO,TEMA,VOCE
948,,Un fronte stazionario indica:,una persistente situazione di stallo e di maltempo.,V,un fronte attivo di temporali.,F,un fronte che si muove poco.,F,1.6.2-35,BASE,METEOROLOGIA,Bollettini meteorologici e  previsioni locali
949,,Il vento è teso quando:,la direzione media e la velocità media si mantengono costanti per un certo periodo di tempo.,V,la direzione media muta continuamente mentre la velocità media rimane costante.,F,è a raffiche quando direzione e velocità medie variano notevolmente e improvvisamente.,F,1.6.2-36,BASE,METEOROLOGIA,Bollettini meteorologici e  previsioni locali
950,,I vento è a raffiche quando:,la direzione media rimane costante mentre la velocità media presenta improvvisi picchi con valori di almeno 10 nodi oltre la media e di durata inferiore al minuto.,V,quando la direzione media muta continuamente mentre la velocità media rimane costante per un certo periodo di tempo.,F,"quando direzione e velocità medie non variano, come accade nel corso di temporali.",F,1.6.2-37,BASE,METEOROLOGIA,Bollettini meteorologici e  previsioni locali
951,,Il Foehn (o Fohn) indica:,un vento che discende forzatamente di quota lungo il versante sottovento di un ostacolo orografico.,V,"un vento che, per effetto di un ostacolo orografico, è costretto a salire di quota lungo il versante sopravento.",F,un vento anabatico.,F,1.6.2-38,BASE,METEOROLOGIA,Bollettini meteorologici e  previsioni locali
952,,Cosa provoca il moto ondoso?,le maree alle quadrature.,F,la sabbia quando è vicina alle rocce.,F,il vento.,V,1.6.2-39,BASE,METEOROLOGIA,Bollettini meteorologici e  previsioni locali
953,,La lunghezza di un'onda è data dalla distanza:,orizzontale tra due incavi successivi.,F,orizzontale tra due creste successive.,V,verticale tra la cresta di un'onda e l'incavo dell'onda successiva.,F,1.6.2-40,BASE,METEOROLOGIA,Bollettini meteorologici e  previsioni locali
954,,L'altezza di un'onda è data dalla distanza verticale:,tra la cresta e l'incavo.,V,tra la cresta e il frangente.,F,tra il frangente e l'incavo.,F,1.6.2-41,BASE,METEOROLOGIA,Bollettini meteorologici e  previsioni locali
955,,Generalmente un'onda frange quando:,la profondità del fondale è maggiore del doppio dell'altezza dell'onda.,F,il rapporto tra altezza e lunghezza (ripidità) dell'onda è maggiore di 1/25.,F,il rapporto tra altezza e lunghezza (ripidità) dell'onda è maggiore di 1/7.,V,1.6.2-42,BASE,METEOROLOGIA,Bollettini meteorologici e  previsioni locali
956,,Generalmente un'onda frange quando:,il rapporto tra altezza e lunghezza (ripidità) dell'onda è maggiore di 1/8.,F,la profondità del fondale è maggiore del doppio dell'altezza dell'onda.,F,la profondità del fondale è minore del doppio dell'altezza dell'onda.,V,1.6.2-43,BASE,METEOROLOGIA,Bollettini meteorologici e  previsioni locali
957,,"Cosa si intende per ""mare vivo""?","quando l'onda proviene per propagazione da una zona lontana, rispetto all'osservatore, dove agisce un vento che lo sta generando.",F,è generato da un vento che agisce sul posto dove si trova l'osservatore.,V,è una zona ricca di pesce.,F,1.6.2-44,BASE,METEOROLOGIA,Bollettini meteorologici e  previsioni locali
958,,"Quando si ha il così detto ""mare lungo"" circa le onde?",quando c'è vento ma non c'è onda.,F,quando si ha moto ondoso generato da un vento che agisce sul posto dove si trova l'osservatore.,F,"quando si ha moto ondoso proveniente per propagazione da una zona lontana, rispetto all'osservatore, in cui è presente un ""mare vivo"".",V,1.6.2-45,BASE,METEOROLOGIA,Bollettini meteorologici e  previsioni locali
959,,"L'osservatore valuta che sta navigando con un ""mare vecchio"" (o ""morto"") se il sistema di onde:",persiste sul posto dove si trova l'osservatore pur in assenza dell'azione diretta del vento che lo aveva generato.,V,è generato da un vento che agisce sul posto dove si trova l'osservatore.,F,"proviene per propagazione da una zona lontana, rispetto all'osservatore, in cui è presente un mare vivo.",F,1.6.2-46,BASE,METEOROLOGIA,Bollettini meteorologici e  previsioni locali
960,,Quant’è il valore di pressione media sul livello del mare?,"1053,2 hPa.",F,"1003,2 mm.",F,"1013,2 hPa.",V,1.6.2-47,BASE,METEOROLOGIA,Bollettini meteorologici e  previsioni locali
961,,"In genere, nella zona che precede un fronte caldo:",la pressione aumenta rapidamente.,F,si ha pioggia intermittente.,F,la pressione cade rapidamente.,V,1.6.2-48,BASE,METEOROLOGIA,Bollettini meteorologici e  previsioni locali
962,,"Se la pressione sale bruscamente, cosa possiamo attenderci:",il passaggio di un fronte freddo.,V,il passaggio di un fronte caldo.,F,il passaggio di un fronte occluso.,F,1.6.2-49,BASE,METEOROLOGIA,Bollettini meteorologici e  previsioni locali
963,,Quali sono gli effetti di un fronte caldo?,"il rapido sollevamento dell’aria calda genera nubi di tipo cumulonembo generando fenomeni meteorologici anche violenti come rovesci, temporali e vento forte.",F,"l'aria calda, raffreddandosi, causa piogge leggere al passaggio del fronte.",V,nebbia da irraggiamento.,F,1.6.2-50,BASE,METEOROLOGIA,Bollettini meteorologici e  previsioni locali
964,,Quali sono gli effetti di un fronte freddo?,"il rapido sollevamento dell’aria calda genera nubi di tipo cumulonembo, generando fenomeni meteorologici anche violenti come rovesci, temporali e vento forte.",V,"l'aria calda, raffreddandosi, causa piogge leggere al passaggio del fronte.",F,nebbia da irraggiamento.,F,1.6.2-51,BASE,METEOROLOGIA,Bollettini meteorologici e  previsioni locali
965,,Quale differenza c'è fra nebbia e foschia?,nessuna.,F,"entrambe riducono la visibilità, ma si ha la nebbia quando la visibilità  viene ridotta a valori inferiori a 1 km.",V,"entrambe riducono la visibilità, ma si ha la foschia quando la visibilità  viene ridotta a valori inferiori a 1 km.",F,1.6.2-52,BASE,METEOROLOGIA,Bollettini meteorologici e  previsioni locali
966,,"Circa il gradiente barico, i venti saranno:",sempre costanti fra un'isobara e l'altra.,F,"più deboli quanto minore è la distanza tra una isobara e l'altra, perché minore è la differenza di pressione.",F,"più forti quanto minore è la distanza tra una isobara e l'altra, perché maggiore è la differenza di pressione.",V,1.6.2-53,BASE,METEOROLOGIA,Bollettini meteorologici e  previsioni locali
967,,Il grado di longitudine è la misura della distanza:,angolare tra l'equatore ed il parallelo passante per il punto.,F,angolare tra due meridiani ed è pari a 60 minuti d'arco.,V,equivalente ad un miglio marino.,F,1.7.1-1,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
968,,Il grado di latitudine è la misura della distanza:,angolare tra un meridiano ed il successivo corrispondente ad 1' di arco.,F,equivalente ad un miglio marino.,F,"angolare tra l'equatore ed il parallelo, oppure tra due paralleli.",V,1.7.1-2,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
969,,L'arco di meridiano compreso fra l'equatore e il parallelo passante per il punto esprime:,la latitudine del punto.,V,l'affermazione è errata.,F,la distanza angolare compresa fra i paralleli passanti per i due punti.,F,1.7.1-3,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
970,,La latitudine è misurata:,da 0° a 90° verso Est o verso Ovest.,F,da 0° a 180° verso Nord o verso Sud.,F,la latitudine si misura da 0° a 90° verso Nord o verso Sud.,V,1.7.1-4,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
971,,La longitudine si misura:,da 0° a 90° verso Est o verso Ovest.,F,da 0° a 180° verso Est o verso Ovest.,V,da 0° a 180° verso Nord o verso Sud.,F,1.7.1-5,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
972,,Il meridiano è:,"un circolo minore della superficie terrestre, parallelo al piano dell'equatore.",F,il circolo massimo ottenuto attraverso l'intersezione della sfera terrestre con un piano perpendicolare all'asse polare e passante per il centro della terra.,F,ogni semicircolo massimo che passa per i due poli geografici Nord e Sud.,V,1.7.1-6,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
973,,Le coordinate geografiche sono date da:,equatore e meridiano di Greenwich.,F,latitudine e longitudine.,V,"Nord, Sud, Est, Ovest.",F,1.7.1-7,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
974,,I cerchi fondamentali del sistema di coordinate sono:,il meridiano di Greenwich ed il meridiano di Monte Mario.,F,l'ortodromia e la lossodromia.,F,l'equatore ed il meridiano di Greenwich.,V,1.7.1-8,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
975,,"Considerando la terra perfettamente sferica, il miglio nautico corrisponde:",alla lunghezza dell'arco di un circolo di parallelo che corrisponde ad a 1' (un primo) misurato sulla scala della longitudine.,F,alla lunghezza dell'arco di circolo massimo che corrisponde a 1' (un primo) di latitudine.,V,a 1896 metri.,F,1.7.1-9,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
976,,Il meridiano di Greenwich è:,il semicerchio massimo fondamentale al quale si rapportano le longitudini dei luoghi.,V,il semicerchio massimo fondamentale al quale si rapportano le latitudini dei luoghi; divide la terra in due emisferi: Nord e Sud.,F,"il circolo massimo fondamentale, al quale si rapportano le latitudini dei luoghi; divide la terra nei due emisferi Nord e Sud.",F,1.7.1-10,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
977,,"Cos'è il ""grado""?","è l'unità di misura angolare, pari alla 360^ parte di un angolo giro; si divide in 60' (minuti d'arco) ed ogni primo in 60"" (secondi d'arco).",V,"è l'unità di misura angolare, pari alla 60^ parte di un angolo giro; si divide in 100' (minuti d'arco) ed ogni primo in 60"" (secondi d'arco).",F,"è l'unità di misura angolare, pari alla 100^ parte di un angolo giro; si divide in 100' (minuti d'arco) ed ogni primo in 100"" (secondi d'arco).",F,1.7.1-11,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
978,,L'arco di equatore compreso tra il meridiano fondamentale ed il meridiano passante per il punto esprime:,l'arco di meridiano inferiore a 90 gradi compreso fra i due punti.,F,la longitudine del punto.,V,la distanza angolare compresa fra i meridiani passanti per i due punti.,F,1.7.1-12,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
979,,I Circoli Massimi sono:,gli Antimeridiani.,F,l'Equatore ed i Meridiani con i rispettivi Antimeridiani.,V,l'insieme dei Paralleli e i Meridiani.,F,1.7.1-13,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
980,,I paralleli sono gli infiniti:,circoli minori che si dipartono parallelamente dall'equatore verso i poli.,V,circoli minori che uniscono i poli.,F,semicircoli che uniscono i poli.,F,1.7.1-14,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
981,,"Posto che le linee di riferimento del sistema di coordinate geografiche sono l'equatore ed il meridiano di Greenwich, tali linee rispettivamente sono:","il primo è un circolo massimo, il secondo è un semicircolo massimo.",V,"il primo è un cerchio minore, il secondo è un semicerchio minore.",F,"il primo è un cerchio semimassimo, il secondo è un semicerchio minore.",F,1.7.1-15,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
982,,"Per ogni grado di longitudine, si considerano 180 meridiani tra 0 e 180 gradi Est, 180 meridiani tra 0 e 180 gradi Ovest, ma:",effettivamente sono infiniti.,V,effettivamente sono 90 verso nord e 90 verso sud.,F,effettivamente sono molti meno.,F,1.7.1-16,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
983,,La longitudine si misura:,da 0 a 180 gradi verso E e da 0 a 180 gradi verso W.,V,da 0 a 360 gradi verso S o N.,F,da 0 a 90 gradi verso N e da 0 a 90 gradi verso S.,F,1.7.1-17,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
984,,I paralleli sono:,circoli minori paralleli all'asse di rotazione terrestre.,F,circoli massimi paralleli all'equatore.,F,circoli minori perpendicolari all'asse terrestre e paralleli all'equatore.,V,1.7.1-18,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
985,,L'equatore è:,"il semicircolo massimo fondamentale, al quale si rapportano le longitudini dei luoghi. Divide la terra in due emisferi Est ed Ovest.",F,"il circolo massimo fondamentale, al quale si rapportano le latitudini dei luoghi. Divide la terra nei due emisferi Nord (Boreale) e Sud (Australe).",V,meridiano fondamentale.,F,1.7.1-19,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
986,,Quanto misura un miglio nautico?,"1609,34 metri.",F,1852 metri.,V,1810 metri.,F,1.7.1-20,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
987,,Come si esprimono le coordinate geografiche?,in latitudine e longitudine.,V,in cerchio capace e rilevamento bussola.,F,in rilevamento bussola e rilevamento magnetico.,F,1.7.1-21,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
988,,"Usualmente, la lettera greca “λ ” (lambda) è utilizzata:",per indicare la latitudine.,F,per indicare la longitudine.,V,assolutamente non è utilizzata.,F,1.7.1-22,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
989,,"Navigando con Rv = 180 gradi, rimarrà invariata:",la latitudine.,F,la longitudine.,V,nessuna delle due.,F,1.7.1-23,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
990,,Sono elementi del sistema di riferimento sulla sfera terrestre:,"poli geografici, equatore e meridiano di Greenwich.",V,"miglio nautico, lossodromia ed ortodromia.",F,rosa dei venti.,F,1.7.1-24,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
991,,"Usualmente, la lettera greca “ϕ ”  (fi) è utilizzata:",per indicare la latitudine.,V,per indicare la longitudine.,F,assolutamente non è utilizzata.,F,1.7.1-25,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
992,,I meridiani sono gli infiniti:,circoli massimi dell'emisfero nord.,F,semicircoli che uniscono i poli.,V,circoli minori che si dipartono parallelamente dall'equatore ai poli.,F,1.7.1-26,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
993,,"Dove è indicato, sulla carta nautica, il valore della longitudine?",in basso.,F,in alto.,F,in alto e in basso.,V,1.7.1-27,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
994,,L'equatore:,è l'unico parallelo a non essere un cerchio massimo.,F,costituisce il riferimento per la misura della latitudine,V,costituisce unico riferimento per la misura della longitudine.,F,1.7.1-28,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
995,,"Il circolo massimo che divide la terra nei due emisferi, noti sotto il nome di ""Australe"" e ""Boreale"", è denominato:",orizzonte.,F,equatore.,V,meridiano di Greenwich.,F,1.7.1-29,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
996,,Con la sola coordinata geografica della longitudine è possibile identificare in maniera univoca un punto geografico della terra?,certamente.,F,solo se abbiamo la sua distanza dal faro.,F,"no, occorre necessariamente anche la seconda coordinata geografica della latitudine.",V,1.7.1-30,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
997,,Uno dei seguenti valori è un dato sicuramente errato; quale?,95 gradi di latitudine nord.,V,95 gradi di longitudine est.,F,95 gradi di longitudine ovest.,F,1.7.1-31,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
998,,La caratteristica dei punti lungo un arco di parallelo è che:,tutti hanno la stessa latitudine.,V,tutti sono equidistanti fra loro.,F,tutti hanno la stessa longitudine.,F,1.7.1-32,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
999,,La caratteristica dei punti lungo un arco di meridiano è che:,tutti sono equidistanti fra loro.,F,tutti hanno la stessa longitudine.,V,tutti hanno la stessa latitudine.,F,1.7.1-33,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
1000,,"Navigando con Rv 090 gradi, rimane invariata:",la declinazione magnetica.,F,la latitudine.,V,la longitudine.,F,1.7.1-34,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
1001,,La latitudine di un punto è l'arco:,di meridiano compreso tra l’equatore ed il punto (o il parallelo passante per il punto considerato).,V,compreso tra l’equatore ed il polo.,F,di equatore compreso tra il meridiano di Greenwich ed il meridiano passante per il punto considerato.,F,1.7.1-35,BASE,NAVIGAZIONE CARTOGRAFICA ED ELETTRONICA,Coordinate geografiche
